"Notes"	"County"	"County Code"	Deaths	Population	Crude Rate	Crude Rate Lower 95% Confidence Interval	Crude Rate Upper 95% Confidence Interval	Crude Rate Standard Error
	"Clay County, TN"	"47027"	Suppressed	7771	Suppressed	Suppressed	Suppressed	Suppressed
	"Cocke County, TN"	"47029"	13	35162	Unreliable	19.7	63.2	10.3
	"Coffee County, TN"	"47031"	15	54277	Unreliable	15.5	45.6	7.1
	"Crockett County, TN"	"47033"	Suppressed	14601	Suppressed	Suppressed	Suppressed	Suppressed
	"Cumberland County, TN"	"47035"	13	58229	Unreliable	11.9	38.2	6.2
	"Davidson County, TN"	"47037"	92	678889	13.6	10.9	16.6	1.4
	"Decatur County, TN"	"47039"	Suppressed	11660	Suppressed	Suppressed	Suppressed	Suppressed
	"DeKalb County, TN"	"47041"	Suppressed	19182	Suppressed	Suppressed	Suppressed	Suppressed
	"Dickson County, TN"	"47043"	10	51487	Unreliable	9.3	35.7	6.1
	"Dyer County, TN"	"47045"	Suppressed	37893	Suppressed	Suppressed	Suppressed	Suppressed
	"Fayette County, TN"	"47047"	Suppressed	39165	Suppressed	Suppressed	Suppressed	Suppressed
	"Fentress County, TN"	"47049"	Suppressed	17917	Suppressed	Suppressed	Suppressed	Suppressed
	"Franklin County, TN"	"47051"	Suppressed	41449	Suppressed	Suppressed	Suppressed	Suppressed
	"Gibson County, TN"	"47053"	Suppressed	49399	Suppressed	Suppressed	Suppressed	Suppressed
	"Giles County, TN"	"47055"	Suppressed	28946	Suppressed	Suppressed	Suppressed	Suppressed
	"Grainger County, TN"	"47057"	Suppressed	22846	Suppressed	Suppressed	Suppressed	Suppressed
	"Greene County, TN"	"47059"	Suppressed	68580	Suppressed	Suppressed	Suppressed	Suppressed
	"Grundy County, TN"	"47061"	Suppressed	13441	Suppressed	Suppressed	Suppressed	Suppressed
	"Hamblen County, TN"	"47063"	19	63402	Unreliable	18.0	46.8	6.9
	"Hamilton County, TN"	"47065"	51	354098	14.4	10.7	18.9	2.0
	"Hancock County, TN"	"47067"	Suppressed	6572	Suppressed	Suppressed	Suppressed	Suppressed
	"Hardeman County, TN"	"47069"	Suppressed	25707	Suppressed	Suppressed	Suppressed	Suppressed
	"Hardin County, TN"	"47071"	Suppressed	25756	Suppressed	Suppressed	Suppressed	Suppressed
	"Hawkins County, TN"	"47073"	10	56471	Unreliable	8.5	32.6	5.6
	"Haywood County, TN"	"47075"	Suppressed	18023	Suppressed	Suppressed	Suppressed	Suppressed
	"Henderson County, TN"	"47077"	Suppressed	28015	Suppressed	Suppressed	Suppressed	Suppressed
	"Henry County, TN"	"47079"	11	32147	Unreliable	17.1	61.2	10.3
	"Hickman County, TN"	"47081"	Suppressed	24363	Suppressed	Suppressed	Suppressed	Suppressed
	"Houston County, TN"	"47083"	Suppressed	8149	Suppressed	Suppressed	Suppressed	Suppressed
	"Humphreys County, TN"	"47085"	Suppressed	18135	Suppressed	Suppressed	Suppressed	Suppressed
	"Jackson County, TN"	"47087"	Suppressed	11509	Suppressed	Suppressed	Suppressed	Suppressed
	"Jefferson County, TN"	"47089"	Suppressed	53240	Suppressed	Suppressed	Suppressed	Suppressed
	"Johnson County, TN"	"47091"	Suppressed	17830	Suppressed	Suppressed	Suppressed	Suppressed
	"Knox County, TN"	"47093"	67	451324	14.8	11.5	18.9	1.8
	"Lake County, TN"	"47095"	Suppressed	7576	Suppressed	Suppressed	Suppressed	Suppressed
	"Lauderdale County, TN"	"47097"	Suppressed	26936	Suppressed	Suppressed	Suppressed	Suppressed
	"Lawrence County, TN"	"47099"	Suppressed	42564	Suppressed	Suppressed	Suppressed	Suppressed
	"Lewis County, TN"	"47101"	Suppressed	11854	Suppressed	Suppressed	Suppressed	Suppressed
	"Lincoln County, TN"	"47103"	11	33743	Unreliable	16.3	58.3	9.8
	"Loudon County, TN"	"47105"	11	51130	Unreliable	10.7	38.5	6.5
	"McMinn County, TN"	"47107"	Suppressed	52639	Suppressed	Suppressed	Suppressed	Suppressed
	"McNairy County, TN"	"47109"	Suppressed	26066	Suppressed	Suppressed	Suppressed	Suppressed
	"Macon County, TN"	"47111"	Suppressed	23177	Suppressed	Suppressed	Suppressed	Suppressed
	"Madison County, TN"	"47113"	15	97610	Unreliable	8.6	25.3	4.0
	"Marion County, TN"	"47115"	Suppressed	28487	Suppressed	Suppressed	Suppressed	Suppressed
	"Marshall County, TN"	"47117"	Suppressed	31552	Suppressed	Suppressed	Suppressed	Suppressed
	"Maury County, TN"	"47119"	12	87757	Unreliable	7.1	23.9	3.9
	"Meigs County, TN"	"47121"	Suppressed	11830	Suppressed	Suppressed	Suppressed	Suppressed
	"Monroe County, TN"	"47123"	11	45771	Unreliable	12.0	43.0	7.2
	"Montgomery County, TN"	"47125"	40	193479	20.7	14.8	28.2	3.3
	"Moore County, TN"	"47127"	Suppressed	6322	Suppressed	Suppressed	Suppressed	Suppressed
	"Morgan County, TN"	"47129"	Suppressed	21498	Suppressed	Suppressed	Suppressed	Suppressed
	"Obion County, TN"	"47131"	Suppressed	30639	Suppressed	Suppressed	Suppressed	Suppressed
	"Overton County, TN"	"47133"	Suppressed	22129	Suppressed	Suppressed	Suppressed	Suppressed
	"Perry County, TN"	"47135"	Suppressed	7929	Suppressed	Suppressed	Suppressed	Suppressed
	"Pickett County, TN"	"47137"	Suppressed	5146	Suppressed	Suppressed	Suppressed	Suppressed
	"Polk County, TN"	"47139"	Suppressed	16773	Suppressed	Suppressed	Suppressed	Suppressed
	"Putnam County, TN"	"47141"	17	74553	Unreliable	13.3	36.5	5.5
	"Rhea County, TN"	"47143"	Suppressed	32526	Suppressed	Suppressed	Suppressed	Suppressed
	"Roane County, TN"	"47145"	15	52753	Unreliable	15.9	46.9	7.3
	"Robertson County, TN"	"47147"	15	68570	Unreliable	12.2	36.1	5.6
	"Rutherford County, TN"	"47149"	35	298612	11.7	8.2	16.3	2.0
	"Scott County, TN"	"47151"	Suppressed	21950	Suppressed	Suppressed	Suppressed	Suppressed
	"Sequatchie County, TN"	"47153"	Suppressed	14811	Suppressed	Suppressed	Suppressed	Suppressed
	"Sevier County, TN"	"47155"	18	95946	Unreliable	11.1	29.6	4.4
	"Shelby County, TN"	"47157"	89	938069	9.5	7.6	11.7	1.0
	"Smith County, TN"	"47159"	Suppressed	19295	Suppressed	Suppressed	Suppressed	Suppressed
	"Stewart County, TN"	"47161"	Suppressed	13259	Suppressed	Suppressed	Suppressed	Suppressed
	"Sullivan County, TN"	"47163"	28	156791	17.9	11.9	25.8	3.4
	"Sumner County, TN"	"47165"	22	175989	12.5	7.8	18.9	2.7
	"Tipton County, TN"	"47167"	15	61870	Unreliable	13.6	40.0	6.3
	"Trousdale County, TN"	"47169"	Suppressed	8042	Suppressed	Suppressed	Suppressed	Suppressed
	"Unicoi County, TN"	"47171"	Suppressed	17860	Suppressed	Suppressed	Suppressed	Suppressed
	"Union County, TN"	"47173"	Suppressed	19119	Suppressed	Suppressed	Suppressed	Suppressed
	"Van Buren County, TN"	"47175"	Suppressed	5677	Suppressed	Suppressed	Suppressed	Suppressed
	"Warren County, TN"	"47177"	Suppressed	40435	Suppressed	Suppressed	Suppressed	Suppressed
	"Washington County, TN"	"47179"	16	126302	Unreliable	7.2	20.6	3.2
	"Wayne County, TN"	"47181"	Suppressed	16748	Suppressed	Suppressed	Suppressed	Suppressed
	"Weakley County, TN"	"47183"	Suppressed	33960	Suppressed	Suppressed	Suppressed	Suppressed
	"White County, TN"	"47185"	Suppressed	26521	Suppressed	Suppressed	Suppressed	Suppressed
	"Williamson County, TN"	"47187"	30	211672	14.2	9.6	20.2	2.6
	"Wilson County, TN"	"47189"	31	128911	24.0	16.3	34.1	4.3
	"Anderson County, TX"	"48001"	15	57580	Unreliable	14.6	43.0	6.7
	"Andrews County, TX"	"48003"	Suppressed	18105	Suppressed	Suppressed	Suppressed	Suppressed
	"Angelina County, TX"	"48005"	17	88255	Unreliable	11.2	30.8	4.7
	"Aransas County, TX"	"48007"	Suppressed	25350	Suppressed	Suppressed	Suppressed	Suppressed
	"Archer County, TX"	"48009"	Suppressed	8715	Suppressed	Suppressed	Suppressed	Suppressed
	"Armstrong County, TX"	"48011"	Suppressed	1947	Suppressed	Suppressed	Suppressed	Suppressed
	"Atascosa County, TX"	"48013"	Suppressed	48435	Suppressed	Suppressed	Suppressed	Suppressed
	"Austin County, TX"	"48015"	Suppressed	29563	Suppressed	Suppressed	Suppressed	Suppressed
	"Bailey County, TX"	"48017"	Suppressed	7210	Suppressed	Suppressed	Suppressed	Suppressed
	"Bandera County, TX"	"48019"	Suppressed	21269	Suppressed	Suppressed	Suppressed	Suppressed
	"Bastrop County, TX"	"48021"	12	80527	Unreliable	7.7	26.0	4.3
	"Baylor County, TX"	"48023"	Suppressed	3618	Suppressed	Suppressed	Suppressed	Suppressed
	"Bee County, TX"	"48025"	Suppressed	32874	Suppressed	Suppressed	Suppressed	Suppressed
	"Bell County, TX"	"48027"	49	334941	14.6	10.8	19.3	2.1
	"Bexar County, TX"	"48029"	209	1897753	11.0	9.5	12.5	0.8
	"Blanco County, TX"	"48031"	Suppressed	11004	Suppressed	Suppressed	Suppressed	Suppressed
	"Borden County, TX"	"48033"	Suppressed	648	Suppressed	Suppressed	Suppressed	Suppressed
	"Bosque County, TX"	"48035"	Suppressed	17891	Suppressed	Suppressed	Suppressed	Suppressed
	"Bowie County, TX"	"48037"	21	93389	22.5	13.9	34.4	4.9
	"Brazoria County, TX"	"48039"	45	346312	13.0	9.5	17.4	1.9
	"Brazos County, TX"	"48041"	23	215037	10.7	6.8	16.0	2.2
	"Brewster County, TX"	"48043"	Suppressed	9145	Suppressed	Suppressed	Suppressed	Suppressed
	"Briscoe County, TX"	"48045"	Suppressed	1505	Suppressed	Suppressed	Suppressed	Suppressed
	"Brooks County, TX"	"48047"	Suppressed	7230	Suppressed	Suppressed	Suppressed	Suppressed
	"Brown County, TX"	"48049"	Suppressed	37896	Suppressed	Suppressed	Suppressed	Suppressed
	"Burleson County, TX"	"48051"	Suppressed	17460	Suppressed	Suppressed	Suppressed	Suppressed
	"Burnet County, TX"	"48053"	Suppressed	45463	Suppressed	Suppressed	Suppressed	Suppressed
	"Caldwell County, TX"	"48055"	Suppressed	40522	Suppressed	Suppressed	Suppressed	Suppressed
	"Calhoun County, TX"	"48057"	Suppressed	21895	Suppressed	Suppressed	Suppressed	Suppressed
	"Callahan County, TX"	"48059"	Suppressed	13557	Suppressed	Suppressed	Suppressed	Suppressed
	"Cameron County, TX"	"48061"	21	422156	5.0	3.1	7.6	1.1
	"Camp County, TX"	"48063"	Suppressed	12682	Suppressed	Suppressed	Suppressed	Suppressed
	"Carson County, TX"	"48065"	Suppressed	5969	Suppressed	Suppressed	Suppressed	Suppressed
	"Cass County, TX"	"48067"	Suppressed	30313	Suppressed	Suppressed	Suppressed	Suppressed
	"Castro County, TX"	"48069"	Suppressed	7656	Suppressed	Suppressed	Suppressed	Suppressed
	"Chambers County, TX"	"48071"	Suppressed	38863	Suppressed	Suppressed	Suppressed	Suppressed
	"Cherokee County, TX"	"48073"	11	51542	Unreliable	10.7	38.2	6.4
	"Childress County, TX"	"48075"	Suppressed	7088	Suppressed	Suppressed	Suppressed	Suppressed
	"Clay County, TX"	"48077"	Suppressed	10360	Suppressed	Suppressed	Suppressed	Suppressed
	"Cochran County, TX"	"48079"	Suppressed	2953	Suppressed	Suppressed	Suppressed	Suppressed
	"Coke County, TX"	"48081"	Suppressed	3238	Suppressed	Suppressed	Suppressed	Suppressed
	"Coleman County, TX"	"48083"	Suppressed	8338	Suppressed	Suppressed	Suppressed	Suppressed
	"Collin County, TX"	"48085"	91	914127	10.0	8.0	12.2	1.0
	"Collingsworth County, TX"	"48087"	Suppressed	3044	Suppressed	Suppressed	Suppressed	Suppressed
	"Colorado County, TX"	"48089"	Suppressed	20870	Suppressed	Suppressed	Suppressed	Suppressed
	"Comal County, TX"	"48091"	19	129048	Unreliable	8.9	23.0	3.4
	"Comanche County, TX"	"48093"	Suppressed	13430	Suppressed	Suppressed	Suppressed	Suppressed
	"Concho County, TX"	"48095"	Suppressed	4081	Suppressed	Suppressed	Suppressed	Suppressed
	"Cooke County, TX"	"48097"	Suppressed	39229	Suppressed	Suppressed	Suppressed	Suppressed
	"Coryell County, TX"	"48099"	15	75503	Unreliable	11.1	32.8	5.1
	"Cottle County, TX"	"48101"	Suppressed	1426	Suppressed	Suppressed	Suppressed	Suppressed
	"Crane County, TX"	"48103"	Suppressed	5048	Suppressed	Suppressed	Suppressed	Suppressed
	"Crockett County, TX"	"48105"	Suppressed	3710	Suppressed	Suppressed	Suppressed	Suppressed
	"Crosby County, TX"	"48107"	Suppressed	5977	Suppressed	Suppressed	Suppressed	Suppressed
	"Culberson County, TX"	"48109"	Suppressed	2236	Suppressed	Suppressed	Suppressed	Suppressed
	"Dallam County, TX"	"48111"	Suppressed	7121	Suppressed	Suppressed	Suppressed	Suppressed
	"Dallas County, TX"	"48113"	264	2553385	10.3	9.1	11.6	0.6
	"Dawson County, TX"	"48115"	Suppressed	13520	Suppressed	Suppressed	Suppressed	Suppressed
	"Deaf Smith County, TX"	"48117"	Suppressed	18952	Suppressed	Suppressed	Suppressed	Suppressed
	"Delta County, TX"	"48119"	Suppressed	5217	Suppressed	Suppressed	Suppressed	Suppressed
	"Denton County, TX"	"48121"	79	780612	10.1	8.0	12.6	1.1
	"DeWitt County, TX"	"48123"	Suppressed	20797	Suppressed	Suppressed	Suppressed	Suppressed
	"Dickens County, TX"	"48125"	Suppressed	2206	Suppressed	Suppressed	Suppressed	Suppressed
	"Dimmit County, TX"	"48127"	Suppressed	10980	Suppressed	Suppressed	Suppressed	Suppressed
	"Donley County, TX"	"48129"	Suppressed	3499	Suppressed	Suppressed	Suppressed	Suppressed
	"Duval County, TX"	"48131"	Suppressed	11388	Suppressed	Suppressed	Suppressed	Suppressed
	"Eastland County, TX"	"48133"	Suppressed	18171	Suppressed	Suppressed	Suppressed	Suppressed
	"Ector County, TX"	"48135"	26	159436	16.3	10.7	23.9	3.2
	"Edwards County, TX"	"48137"	Suppressed	1894	Suppressed	Suppressed	Suppressed	Suppressed
	"Ellis County, TX"	"48139"	19	163632	Unreliable	7.0	18.1	2.7
	"El Paso County, TX"	"48141"	69	835593	8.3	6.4	10.5	1.0
	"Erath County, TX"	"48143"	Suppressed	41122	Suppressed	Suppressed	Suppressed	Suppressed
	"Falls County, TX"	"48145"	Suppressed	17142	Suppressed	Suppressed	Suppressed	Suppressed
	"Fannin County, TX"	"48147"	10	33693	Unreliable	14.2	54.6	9.4
	"Fayette County, TX"	"48149"	Suppressed	25110	Suppressed	Suppressed	Suppressed	Suppressed
	"Fisher County, TX"	"48151"	Suppressed	3827	Suppressed	Suppressed	Suppressed	Suppressed
	"Floyd County, TX"	"48153"	Suppressed	5901	Suppressed	Suppressed	Suppressed	Suppressed
	"Foard County, TX"	"48155"	Suppressed	1220	Suppressed	Suppressed	Suppressed	Suppressed
	"Fort Bend County, TX"	"48157"	75	716087	10.5	8.2	13.1	1.2
	"Franklin County, TX"	"48159"	Suppressed	10651	Suppressed	Suppressed	Suppressed	Suppressed
	"Freestone County, TX"	"48161"	Suppressed	19691	Suppressed	Suppressed	Suppressed	Suppressed
	"Frio County, TX"	"48163"	Suppressed	18793	Suppressed	Suppressed	Suppressed	Suppressed
	"Gaines County, TX"	"48165"	Suppressed	20051	Suppressed	Suppressed	Suppressed	Suppressed
	"Galveston County, TX"	"48167"	64	322225	19.9	15.3	25.4	2.5
	"Garza County, TX"	"48169"	Suppressed	6415	Suppressed	Suppressed	Suppressed	Suppressed
	"Gillespie County, TX"	"48171"	Suppressed	25963	Suppressed	Suppressed	Suppressed	Suppressed
	"Glasscock County, TX"	"48173"	Suppressed	1315	Suppressed	Suppressed	Suppressed	Suppressed
	"Goliad County, TX"	"48175"	Suppressed	7531	Suppressed	Suppressed	Suppressed	Suppressed
	"Gonzales County, TX"	"48177"	Suppressed	20573	Suppressed	Suppressed	Suppressed	Suppressed
	"Gray County, TX"	"48179"	Suppressed	23210	Suppressed	Suppressed	Suppressed	Suppressed
	"Grayson County, TX"	"48181"	31	125467	24.7	16.8	35.1	4.4
	"Gregg County, TX"	"48183"	23	124108	18.5	11.7	27.8	3.9
	"Grimes County, TX"	"48185"	Suppressed	27512	Suppressed	Suppressed	Suppressed	Suppressed
	"Guadalupe County, TX"	"48187"	15	151249	Unreliable	5.6	16.4	2.6
	"Hale County, TX"	"48189"	Suppressed	34360	Suppressed	Suppressed	Suppressed	Suppressed
	"Hall County, TX"	"48191"	Suppressed	3138	Suppressed	Suppressed	Suppressed	Suppressed
	"Hamilton County, TX"	"48193"	Suppressed	8159	Suppressed	Suppressed	Suppressed	Suppressed
	"Hansford County, TX"	"48195"	Suppressed	5610	Suppressed	Suppressed	Suppressed	Suppressed
	"Hardeman County, TX"	"48197"	Suppressed	3840	Suppressed	Suppressed	Suppressed	Suppressed
	"Hardin County, TX"	"48199"	11	55865	Unreliable	9.8	35.2	5.9
	"Harris County, TX"	"48201"	468	4538028	10.3	9.4	11.2	0.5
	"Harrison County, TX"	"48203"	12	66746	Unreliable	9.3	31.4	5.2
	"Hartley County, TX"	"48205"	Suppressed	6193	Suppressed	Suppressed	Suppressed	Suppressed
	"Haskell County, TX"	"48207"	Suppressed	5737	Suppressed	Suppressed	Suppressed	Suppressed
	"Hays County, TX"	"48209"	19	194739	Unreliable	5.9	15.2	2.2
	"Hemphill County, TX"	"48211"	Suppressed	4264	Suppressed	Suppressed	Suppressed	Suppressed
	"Henderson County, TX"	"48213"	23	79545	28.9	18.3	43.4	6.0
	"Hidalgo County, TX"	"48215"	47	842304	5.6	4.1	7.4	0.8
	"Hill County, TX"	"48217"	10	34855	Unreliable	13.8	52.8	9.1
	"Hockley County, TX"	"48219"	Suppressed	23433	Suppressed	Suppressed	Suppressed	Suppressed
	"Hood County, TX"	"48221"	10	55423	Unreliable	8.7	33.2	5.7
	"Hopkins County, TX"	"48223"	Suppressed	36223	Suppressed	Suppressed	Suppressed	Suppressed
	"Houston County, TX"	"48225"	Suppressed	22785	Suppressed	Suppressed	Suppressed	Suppressed
	"Howard County, TX"	"48227"	Suppressed	37206	Suppressed	Suppressed	Suppressed	Suppressed
	"Hudspeth County, TX"	"48229"	Suppressed	3379	Suppressed	Suppressed	Suppressed	Suppressed
	"Hunt County, TX"	"48231"	18	89844	Unreliable	11.9	31.7	4.7
	"Hutchinson County, TX"	"48233"	Suppressed	21734	Suppressed	Suppressed	Suppressed	Suppressed
	"Irion County, TX"	"48235"	Suppressed	1554	Suppressed	Suppressed	Suppressed	Suppressed
	"Jack County, TX"	"48237"	Suppressed	8878	Suppressed	Suppressed	Suppressed	Suppressed
	"Jackson County, TX"	"48239"	Suppressed	14816	Suppressed	Suppressed	Suppressed	Suppressed
	"Jasper County, TX"	"48241"	Suppressed	35506	Suppressed	Suppressed	Suppressed	Suppressed
	"Jeff Davis County, TX"	"48243"	Suppressed	2156	Suppressed	Suppressed	Suppressed	Suppressed
	"Jefferson County, TX"	"48245"	36	254308	14.2	9.9	19.6	2.4
	"Jim Hogg County, TX"	"48247"	Suppressed	5200	Suppressed	Suppressed	Suppressed	Suppressed
	"Jim Wells County, TX"	"48249"	Suppressed	41382	Suppressed	Suppressed	Suppressed	Suppressed
	"Johnson County, TX"	"48251"	18	159990	Unreliable	6.7	17.8	2.7
	"Jones County, TX"	"48253"	Suppressed	19970	Suppressed	Suppressed	Suppressed	Suppressed
	"Karnes County, TX"	"48255"	Suppressed	14975	Suppressed	Suppressed	Suppressed	Suppressed
	"Kaufman County, TX"	"48257"	18	114690	Unreliable	9.3	24.8	3.7
	"Kendall County, TX"	"48259"	11	40384	Unreliable	13.6	48.7	8.2
	"Kenedy County, TX"	"48261"	Suppressed	407	Suppressed	Suppressed	Suppressed	Suppressed
	"Kent County, TX"	"48263"	Suppressed	764	Suppressed	Suppressed	Suppressed	Suppressed
	"Kerr County, TX"	"48265"	15	50955	Unreliable	16.5	48.6	7.6
	"Kimble County, TX"	"48267"	Suppressed	4388	Suppressed	Suppressed	Suppressed	Suppressed
	"King County, TX"	"48269"	Suppressed	282	Suppressed	Suppressed	Suppressed	Suppressed
	"Kinney County, TX"	"48271"	Suppressed	3549	Suppressed	Suppressed	Suppressed	Suppressed
	"Kleberg County, TX"	"48273"	Suppressed	31857	Suppressed	Suppressed	Suppressed	Suppressed
	"Knox County, TX"	"48275"	Suppressed	3860	Suppressed	Suppressed	Suppressed	Suppressed
	"Lamar County, TX"	"48277"	Suppressed	49440	Suppressed	Suppressed	Suppressed	Suppressed
	"Lamb County, TX"	"48279"	Suppressed	13385	Suppressed	Suppressed	Suppressed	Suppressed
	"Lampasas County, TX"	"48281"	Suppressed	20588	Suppressed	Suppressed	Suppressed	Suppressed
	"La Salle County, TX"	"48283"	Suppressed	7631	Suppressed	Suppressed	Suppressed	Suppressed
	"Lavaca County, TX"	"48285"	Suppressed	19836	Suppressed	Suppressed	Suppressed	Suppressed
	"Lee County, TX"	"48287"	Suppressed	16898	Suppressed	Suppressed	Suppressed	Suppressed
	"Leon County, TX"	"48289"	Suppressed	17086	Suppressed	Suppressed	Suppressed	Suppressed
	"Liberty County, TX"	"48291"	15	79654	Unreliable	10.5	31.1	4.9
	"Limestone County, TX"	"48293"	Suppressed	23320	Suppressed	Suppressed	Suppressed	Suppressed
	"Lipscomb County, TX"	"48295"	Suppressed	3569	Suppressed	Suppressed	Suppressed	Suppressed
	"Live Oak County, TX"	"48297"	Suppressed	12229	Suppressed	Suppressed	Suppressed	Suppressed
	"Llano County, TX"	"48299"	Suppressed	19796	Suppressed	Suppressed	Suppressed	Suppressed
	"Loving County, TX"	"48301"	Suppressed	112	Suppressed	Suppressed	Suppressed	Suppressed
	"Lubbock County, TX"	"48303"	42	299453	14.0	10.1	19.0	2.2
	"Lynn County, TX"	"48305"	Suppressed	5724	Suppressed	Suppressed	Suppressed	Suppressed
	"McCulloch County, TX"	"48307"	Suppressed	8341	Suppressed	Suppressed	Suppressed	Suppressed
	"McLennan County, TX"	"48309"	29	245671	11.8	7.9	17.0	2.2
	"McMullen County, TX"	"48311"	Suppressed	820	Suppressed	Suppressed	Suppressed	Suppressed
	"Madison County, TX"	"48313"	Suppressed	14065	Suppressed	Suppressed	Suppressed	Suppressed
	"Marion County, TX"	"48315"	Suppressed	10160	Suppressed	Suppressed	Suppressed	Suppressed
	"Martin County, TX"	"48317"	Suppressed	5641	Suppressed	Suppressed	Suppressed	Suppressed
	"Mason County, TX"	"48319"	Suppressed	4032	Suppressed	Suppressed	Suppressed	Suppressed
	"Matagorda County, TX"	"48321"	Suppressed	36770	Suppressed	Suppressed	Suppressed	Suppressed
	"Maverick County, TX"	"48323"	Suppressed	57706	Suppressed	Suppressed	Suppressed	Suppressed
	"Medina County, TX"	"48325"	Suppressed	48417	Suppressed	Suppressed	Suppressed	Suppressed
	"Menard County, TX"	"48327"	Suppressed	2164	Suppressed	Suppressed	Suppressed	Suppressed
	"Midland County, TX"	"48329"	23	161077	14.3	9.1	21.4	3.0
	"Milam County, TX"	"48331"	Suppressed	24513	Suppressed	Suppressed	Suppressed	Suppressed
	"Mills County, TX"	"48333"	Suppressed	4900	Suppressed	Suppressed	Suppressed	Suppressed
	"Mitchell County, TX"	"48335"	Suppressed	9067	Suppressed	Suppressed	Suppressed	Suppressed
	"Montague County, TX"	"48337"	Suppressed	19262	Suppressed	Suppressed	Suppressed	Suppressed
	"Montgomery County, TX"	"48339"	90	537559	16.7	13.5	20.6	1.8
	"Moore County, TX"	"48341"	Suppressed	22255	Suppressed	Suppressed	Suppressed	Suppressed
	"Morris County, TX"	"48343"	Suppressed	12516	Suppressed	Suppressed	Suppressed	Suppressed
	"Motley County, TX"	"48345"	Suppressed	1148	Suppressed	Suppressed	Suppressed	Suppressed
	"Nacogdoches County, TX"	"48347"	Suppressed	65664	Suppressed	Suppressed	Suppressed	Suppressed
	"Navarro County, TX"	"48349"	16	48323	Unreliable	18.9	53.8	8.3
	"Newton County, TX"	"48351"	Suppressed	13986	Suppressed	Suppressed	Suppressed	Suppressed
	"Nolan County, TX"	"48353"	Suppressed	15107	Suppressed	Suppressed	Suppressed	Suppressed
	"Nueces County, TX"	"48355"	52	359715	14.5	10.8	19.0	2.0
	"Ochiltree County, TX"	"48357"	Suppressed	10747	Suppressed	Suppressed	Suppressed	Suppressed
	"Oldham County, TX"	"48359"	Suppressed	2069	Suppressed	Suppressed	Suppressed	Suppressed
	"Orange County, TX"	"48361"	10	84260	Unreliable	5.7	21.8	3.8
	"Palo Pinto County, TX"	"48363"	Suppressed	27895	Suppressed	Suppressed	Suppressed	Suppressed
	"Panola County, TX"	"48365"	Suppressed	23766	Suppressed	Suppressed	Suppressed	Suppressed
	"Parker County, TX"	"48367"	27	126042	21.4	14.1	31.2	4.1
	"Parmer County, TX"	"48369"	Suppressed	9749	Suppressed	Suppressed	Suppressed	Suppressed
	"Pecos County, TX"	"48371"	Suppressed	16203	Suppressed	Suppressed	Suppressed	Suppressed
	"Polk County, TX"	"48373"	12	46972	Unreliable	13.2	44.6	7.4
	"Potter County, TX"	"48375"	21	121802	17.2	10.7	26.4	3.8
	"Presidio County, TX"	"48377"	Suppressed	6876	Suppressed	Suppressed	Suppressed	Suppressed
	"Rains County, TX"	"48379"	Suppressed	11161	Suppressed	Suppressed	Suppressed	Suppressed
	"Randall County, TX"	"48381"	32	130269	24.6	16.8	34.7	4.3
	"Reagan County, TX"	"48383"	Suppressed	3792	Suppressed	Suppressed	Suppressed	Suppressed
	"Real County, TX"	"48385"	Suppressed	3307	Suppressed	Suppressed	Suppressed	Suppressed
	"Red River County, TX"	"48387"	Suppressed	12455	Suppressed	Suppressed	Suppressed	Suppressed
	"Reeves County, TX"	"48389"	Suppressed	14732	Suppressed	Suppressed	Suppressed	Suppressed
	"Refugio County, TX"	"48391"	Suppressed	7289	Suppressed	Suppressed	Suppressed	Suppressed
	"Roberts County, TX"	"48393"	Suppressed	916	Suppressed	Suppressed	Suppressed	Suppressed
	"Robertson County, TX"	"48395"	Suppressed	16659	Suppressed	Suppressed	Suppressed	Suppressed
	"Rockwall County, TX"	"48397"	13	90861	Unreliable	7.6	24.5	4.0
	"Runnels County, TX"	"48399"	Suppressed	10551	Suppressed	Suppressed	Suppressed	Suppressed
	"Rusk County, TX"	"48401"	Suppressed	53070	Suppressed	Suppressed	Suppressed	Suppressed
	"Sabine County, TX"	"48403"	Suppressed	10368	Suppressed	Suppressed	Suppressed	Suppressed
	"San Augustine County, TX"	"48405"	Suppressed	8473	Suppressed	Suppressed	Suppressed	Suppressed
	"San Jacinto County, TX"	"48407"	Suppressed	27413	Suppressed	Suppressed	Suppressed	Suppressed
	"San Patricio County, TX"	"48409"	17	67357	Unreliable	14.7	40.4	6.1
	"San Saba County, TX"	"48411"	Suppressed	5901	Suppressed	Suppressed	Suppressed	Suppressed
	"Schleicher County, TX"	"48413"	Suppressed	3211	Suppressed	Suppressed	Suppressed	Suppressed
	"Scurry County, TX"	"48415"	Suppressed	17615	Suppressed	Suppressed	Suppressed	Suppressed
	"Shackelford County, TX"	"48417"	Suppressed	3350	Suppressed	Suppressed	Suppressed	Suppressed
	"Shelby County, TX"	"48419"	Suppressed	25402	Suppressed	Suppressed	Suppressed	Suppressed
	"Sherman County, TX"	"48421"	Suppressed	3072	Suppressed	Suppressed	Suppressed	Suppressed
	"Smith County, TX"	"48423"	39	222936	17.5	12.4	23.9	2.8
	"Somervell County, TX"	"48425"	Suppressed	8739	Suppressed	Suppressed	Suppressed	Suppressed
	"Starr County, TX"	"48427"	Suppressed	63795	Suppressed	Suppressed	Suppressed	Suppressed
